N,P,K,temperature,humidity,ph,rainfall,label
47.9215399862356,23.681735138503573,20.31697805644284,21.933944250854267,46.13377869953671,6.819030852159312,484.6126701915483,jowar
47.876590561059984,39.076586906301486,32.237343488412996,20.272348684499153,59.73805037937528,6.687111513024329,559.8027921089782,jowar
54.60823187450758,31.95284431941196,20.2899636404246,22.92954613190887,59.17941388537636,7.03078186803088,564.5074469043167,jowar
40.9117912433595,29.223189488144186,23.742577299335164,26.225328903173498,58.36760774131767,7.805675546979426,575.8737032880647,jowar
74.37685237326433,27.558860187436775,31.445051315551282,31.687764926403375,57.40736545761209,6.935330606951513,404.5091029364289,jowar
43.63320882487331,25.47598518124667,36.56295434711846,24.709137343291317,54.270854288032844,7.773020079442142,617.3425628191399,jowar
79.08859167968716,35.47134584439101,28.342204465667297,20.736105542646435,60.516642820525135,7.630020475666453,641.4851651022036,jowar
66.36464305035835,31.72821624826373,26.097366024423803,24.311533798844366,45.70453955139736,7.774509415685186,548.3361031062657,jowar
72.60519539264978,34.46838031014725,26.71441742504539,25.11638434676962,69.2525067566954,7.617960009780214,678.3670718759299,jowar
78.66105562027585,39.35933315868367,31.332871955752807,23.866837080431623,56.42702933432979,6.560759765457316,692.5702638229341,jowar
79.29970596130094,34.04810021154533,28.23546067627796,23.158660425842264,46.77653852131606,7.989259152429716,517.7218400848667,jowar
73.617492630414,33.534687156964694,22.276427632288392,23.717195785955703,55.76555065722944,7.617039455996552,531.5533134037403,jowar
65.39084016646531,30.733480127201798,27.441294693102243,24.95658049197339,67.45045365711016,6.164384755159734,506.53862437223756,jowar
72.01053362564464,34.88315806422219,23.74886161139554,24.149375240385652,47.161605099724106,6.44385259747447,655.0971556348243,jowar
52.39850483583467,30.56117137441976,21.26034162163078,20.83701544361528,68.6582199208708,6.807303244105231,418.9879766758036,jowar
44.88836967312985,30.411435160827512,37.24734439262119,31.384026467281736,40.21732773476363,6.323399567456067,474.3056633537443,jowar
55.867154019687874,23.947460904497827,33.05842699504757,29.02945188184581,61.1842912584856,6.3721987781285225,554.292597116969,jowar
59.53493494178396,23.38627622613813,39.20914451079123,21.901123920842657,51.410152261730985,6.43204562169732,458.8403927944404,jowar
74.61819476488456,35.70130883072302,32.29449054836158,31.500748761882782,59.671415057922346,7.677376241707755,673.8292154303974,jowar
51.33787213168276,23.0881147000114,27.360865421154745,30.112964668990372,56.879054217183025,6.059621247183368,600.822681841537,jowar
70.54880897842065,23.17912129097872,24.648439999390085,20.17916773793941,60.26244646178604,6.557706526021471,417.08758720420303,jowar
78.92959988308087,23.17970368325432,25.576961998895634,24.646402586521308,47.44205967973566,7.473828991122136,427.3831218249268,jowar
61.24656178710526,29.52736991962415,27.73213741338264,26.285769929965525,66.05845257326686,7.321432024005132,694.5394380297621,jowar
67.3927579683717,21.533527374779485,38.28063506510321,29.22907396711394,54.26024547773918,6.484592524081692,444.0186586587284,jowar
52.182487350053336,24.07924962980005,35.2138519189766,30.110820944347218,54.99434541467407,6.378898945879687,605.787391683536,jowar
33.06175875636356,73.79626114280256,53.907627511611196,16.09771185005326,49.91484374492651,7.991077998558193,414.51852686132383,chickpea
22.096329943447916,79.39438860672948,59.55458932197132,21.164407597435204,51.125769668038004,7.095301233804944,699.9752204833867,chickpea
33.686870121476964,70.47520914818868,41.04639006637532,22.223263214213336,44.26995512920031,7.617870155235853,452.8506144487601,chickpea
23.764090340812384,75.5588041108552,53.96820716207806,20.06275604453255,42.72975037293658,7.697651481372349,587.3650876643004,chickpea
36.437272260866045,61.9684156305375,53.16043951133619,21.000813684073158,57.82646102354697,7.905861795134505,503.1766944640419,chickpea
25.17851816308776,72.98716349564347,45.675295850516804,21.10021722723992,55.582304400015836,7.8848213209625575,525.0887768654563,chickpea
33.80792923640922,79.3104626317976,57.532006200063435,20.482674272742713,53.39817670198953,7.930883344027158,568.2163735359761,chickpea
22.08615446822786,62.370685685948914,57.52280757468581,17.888172448848003,48.22881768337437,7.545542213581713,407.49832867941666,chickpea
35.699709067845404,61.47501164933794,41.43052686626287,15.590042708669001,56.31844485396073,7.367932463926164,638.0993144108156,chickpea
27.41724284828289,64.81655130998769,44.19200480352555,17.697239023347706,48.782941138949255,7.961275223874537,400.45344465342333,chickpea
26.635419180700133,68.70378475966606,48.833651845041956,16.242841082212426,47.57552437233488,7.062726280870951,416.8974516595464,chickpea
25.498347928391613,50.27742758966962,41.08003990738161,21.347336791059483,54.53805188970851,7.766418111207778,474.5838367623718,chickpea
27.31687523752227,67.37891056906108,47.628609987705055,19.094158452100146,47.66397679501335,7.95165515722977,549.5027235863565,chickpea
38.41342778493794,72.01531807070954,42.6776571625634,18.705555783453327,51.04470158826506,7.23838877268643,545.4560648578624,chickpea
27.361858715489056,53.288801224152785,49.56156525811507,23.147423264447696,58.54305085610212,7.108610257939475,449.7892275160828,chickpea
33.73146216349423,59.900224265932806,48.94461864056574,23.75967465902658,45.141254243749515,7.502270693866694,491.87633287839833,chickpea
39.52298858870938,74.05372650899682,58.69415405115912,15.487423781896094,52.89541661029226,7.705557429307829,416.1467142642475,chickpea
22.173395691987682,65.59516618273112,40.07700008237859,22.513184368912444,57.787224772486155,7.8245911479150205,474.33056261713784,chickpea
27.54028027790535,54.45060183910033,57.47959494158546,18.3849830663014,53.366442514512826,7.635087512538617,614.0210331921992,chickpea
38.83005037292553,50.94611785451107,45.70046351893988,16.28924951732605,53.285869312070645,7.29904453465883,463.93760750168167,chickpea
33.28102207028901,62.088987008477446,42.14010643809149,19.449869321920005,40.8430949768302,7.799740459000207,584.9989007273922,chickpea
36.0664720887757,59.39471388881903,49.35207207156328,17.59138373640827,42.30045182259523,7.176701928017512,631.9328656657486,chickpea
27.452461883489114,65.35412481576294,48.71256938857229,24.135416943259525,56.60698335579288,7.429707375997376,456.21690994824917,chickpea
37.40481697670387,54.287013347536615,43.82649233317011,19.145052228041582,58.55813354924741,7.8453756941806505,462.76826239548103,chickpea
32.57781836422755,56.932669949449355,57.002439201167974,16.257800664670363,48.85373514210164,7.672689001480182,689.4108415694017,chickpea
20.621163677638414,54.56623347624877,45.791097411026136,20.64402497820129,46.65003346870864,7.29258144257209,627.8144384835362,chickpea
26.943419423395778,52.5296275684025,50.336311883537206,19.747201848523353,43.46554142063061,7.255817448370116,617.7362133529832,chickpea
28.493201724604518,68.09124430123573,43.09235525217007,21.324408463199365,46.945235315985215,7.7638151343992785,476.98278487888416,chickpea
29.150117698566063,79.13110462877432,40.88667125586324,22.863343744429674,50.34046906196613,7.775976217646595,485.4244899506459,chickpea
30.730085989458402,62.556843931298815,40.209786704731805,20.3817978009748,59.2557892159698,7.35058323941723,599.4712411122682,chickpea
27.777906530305145,69.73322870126069,44.80369532136922,22.62686105703613,44.25404767668547,7.597844117683092,588.5617467785142,chickpea
35.97840259069251,61.235268098407786,51.75588234903756,24.412050240213887,57.15496776677416,7.811813057818497,565.0232370815104,chickpea
37.89850049376422,70.51497477130738,59.90984575866681,16.732180439948444,56.607279763509524,7.425469047107228,502.83706313807625,chickpea
25.112713006558263,69.21123700936057,41.30166804728651,24.774449095614642,50.40998402191316,7.670472777208558,635.3375666148668,chickpea
27.99466800047893,55.029409000488634,53.74856362257903,15.06616014146718,42.57330355102205,7.385332827433357,635.1586143164197,chickpea
21.955768308775507,60.62818515140552,58.707738867217145,21.191721075285194,56.252797046842254,7.861205090095669,617.2011472986431,chickpea
27.859645380969976,60.049537129209604,52.01480600016457,22.288489563009744,42.79343998954733,7.977318888088511,639.0942203104112,chickpea
22.386014509516052,60.57744626085139,44.4180312849891,17.032875936461238,44.607863342784846,7.659209004447346,403.41112278281076,chickpea
39.597207450661955,63.15514956966313,46.846941016910236,24.252214704945665,47.28587690707147,7.584038230573132,463.5457509335212,chickpea
36.909409175195265,61.11207500736833,44.43892141574638,21.78569250421748,58.64816469232769,7.665684883896732,531.4920014641999,chickpea
33.35423889180731,53.62884000316295,51.088387298361994,23.26438341154136,43.7187176944451,7.36533944592063,681.8309819997419,chickpea
26.064933821479492,60.741461751421056,56.1025522998784,21.129566003008307,51.03088546166569,7.686933890358131,664.0228349921634,chickpea
35.38463259329035,67.15612648363137,58.15505515028745,20.963690277214894,47.430247950958254,7.497311224558857,422.50841586154735,chickpea
25.784182737336963,75.57573956126136,54.96242472893701,24.403798719938777,42.665791088787486,7.615488000869164,590.2680662012262,chickpea
26.90862695450015,66.70277586097274,58.135081997387985,17.19893482863535,56.58456363334271,7.942280998917052,538.4273953727553,chickpea
23.043209359986733,59.06115791788198,49.89354937924549,21.21501311649878,43.82404715500079,7.070886661559786,648.8774686487609,chickpea
25.102568213969732,51.502093230293866,50.38569386123733,20.16690533949084,54.71705308549711,7.623171034643153,452.9387203578869,chickpea
26.970890180561728,78.01735654314018,57.95061426904804,19.929158685789567,52.19197372224167,7.546788043250707,608.1486603620577,chickpea
29.02003855955973,59.84860657993441,43.807977981875325,15.145533142919978,53.319694203603966,7.166536465601849,502.85777748709734,chickpea
25.333795298629976,66.40770924639911,41.50697212244941,17.91260813126471,40.55814035840723,7.300711320234511,514.8166129438898,chickpea
35.98583977582619,62.49192039493405,58.025040351250695,23.59878582869284,42.287274664755216,7.696786498704957,533.6820777538042,chickpea
38.05331602211477,53.47614680349044,57.40406791059473,18.487791478886628,40.98366889542867,7.967040833212049,693.6027981246126,chickpea
21.116383825759545,62.21550467465232,45.39520817354244,15.465313650311977,47.5553829430678,7.482547962668415,560.3655896431817,chickpea
27.580933212490535,52.048679040763844,52.911048873345216,22.34990947566061,49.028339051295696,7.504894331398585,552.9706983201775,chickpea
39.14980583833248,71.78353102119966,57.5471661127591,21.993785907751935,45.855228010797234,7.615164057469231,590.0336584316663,chickpea
29.805996674141554,50.996362240712585,57.518107843924945,15.319638554385328,40.652714441156576,7.611192308686583,615.6327296457008,chickpea
38.20605648385836,63.26044557189281,54.98544306469807,24.559166456890008,43.15770925461094,7.186285197450128,490.8597904139682,chickpea
25.011493458130154,51.92033093685834,56.92078750468501,18.10532776275106,54.52125693999929,7.5830613197495795,443.8684589463666,chickpea
34.13332263091253,66.35196135547147,51.80263777239357,19.32784018679685,49.799138487880526,7.716609261780144,693.3777226033811,chickpea
36.122712353091096,51.139048519792695,40.850224776125316,16.35781150015911,51.20781117348252,7.529008819338985,617.5784909634933,chickpea
26.432277838107083,68.3480709301451,51.3874255340561,20.007584887452047,45.377421748282046,7.3870606861173425,638.6125331003911,chickpea
26.091637075376298,59.098610454252665,46.53461857684314,21.239246565553554,41.99247607468017,7.577460518203167,506.4495874406507,chickpea
22.383411531745846,76.5544270015839,51.28039316971588,24.390505540780502,57.30104835056267,7.4012420657890265,489.1330086637845,chickpea
36.63324597664368,77.49015445566442,56.90670907405553,22.870023629899627,54.85888462680724,7.8677702707994595,479.9438607994452,chickpea
26.37488010179906,71.06238534051256,45.64162375849794,21.959744413756727,47.61865985672438,7.820571918495234,403.8722420572698,chickpea
22.05684575278988,67.29014310755622,46.779118148311795,16.108528070333627,55.21265063662999,7.576884969982085,413.32163034418033,chickpea
27.576603621361635,68.12622629053033,53.041625247543095,19.99418650401232,55.616568836910936,7.403965902662411,525.7478917782184,chickpea
36.42400432867965,73.66051318371974,54.40995836530988,19.1019970706624,50.27429608580684,7.795903772146294,517.4777750625556,chickpea
24.928091150910504,73.74628799135112,56.43990681094043,17.347953781780628,54.53913364758145,7.845130756188241,695.8699708919626,chickpea
39.742433003907855,70.62449214365213,45.62211092303675,20.482266612853266,44.39983082211384,7.4494373145088,556.5874774924575,chickpea
27.130019088765504,67.29562090936972,47.6833627978328,15.757831215869897,52.149403338882806,7.9212272739719305,537.4489156029208,chickpea
24.751654117329153,72.93018447198764,57.67549369385346,20.994906447230075,48.432253492390025,7.56426328922063,597.6157244081045,chickpea
25.886229986374815,69.19677635468338,45.53680043591846,17.421508669608617,48.11264669872746,7.10363560520046,587.31204337528,chickpea
38.022636291332006,59.64475443738965,50.10570314141882,17.282150067265764,52.131800285259565,7.3423812132977595,614.3581512790005,chickpea
23.30301881509532,51.02558081750776,48.18379160377594,23.923010274270865,48.12030999836346,7.3322646067245465,562.1538519720568,chickpea
32.65868772363868,65.86763866187079,47.66154452937797,19.864421241877878,47.09622649777777,7.70343527751292,572.4779849114432,chickpea
26.41601817696131,78.78732291834453,44.580652459477804,17.205441790848802,44.567304551546165,7.8874548286899255,422.64914604201675,chickpea
22.49869994355306,71.12627563207982,46.7032575450949,15.804665026513687,45.62045306346703,7.144186351851124,623.2287888907181,chickpea
37.00497676788431,77.28967831418326,53.72777549337131,23.574247856856548,47.82856630866108,7.648359396267175,588.2963475666822,chickpea
25.23053659969267,52.063275762856094,47.24788834543625,18.07270282692789,49.9585265369806,7.597283547501438,541.7553872228768,chickpea
31.981125197743605,65.20329593809365,50.27492981297732,24.372039469937924,47.18222222378419,7.9304976853396045,694.8971542111932,chickpea
33.02464570209256,68.51508811629124,51.795759872623606,21.62285073017908,49.29717559916833,7.89432432898727,672.07690912681,chickpea
27.923574755805326,68.86975740445438,54.05792844793825,21.826501322846532,49.71015808794645,7.856555311774764,581.001585987478,chickpea
38.80676072052963,77.20365668457443,59.194840610500634,23.430903370335585,41.93435493383477,7.675968423724497,562.2440211036055,chickpea
33.83262038775205,55.61093753311765,43.939027551322155,20.415611420187822,49.09676755912757,7.6078850237229405,666.2762327564831,chickpea
32.3430892284791,52.359551340066,48.60982402316803,19.835520007263135,40.576389260422665,7.841151898432245,450.3975582622886,chickpea
26.00841335443163,59.3846044892815,56.11657077216679,23.158481086780803,47.03575455534321,7.208070246988974,589.7886918345124,chickpea
30.53462114840047,69.445771108733,53.14842558138947,17.118913388227213,59.75559229649093,7.1324344974090454,556.4956236583555,chickpea
33.11699081979247,69.27351544856066,49.84463112060387,17.649514039933152,45.154573994761165,7.354004880087183,499.3480507639656,chickpea
32.52120165687857,58.22237280192362,45.355125278344346,19.232982393919418,45.252667011743114,7.970428838870055,501.12342759414895,chickpea
21.92985003493378,76.30702222804382,47.363704737121914,22.76529253385739,41.53312309419201,7.096727908797617,446.0205338856044,chickpea
37.8615440595399,58.69817035903051,58.54419912234774,20.456077333416644,59.905407834357334,7.796593163546943,528.6845541564325,chickpea
27.935151174016294,66.88015663516035,51.248460314476134,23.28421123362053,47.080378950858716,7.630318167906743,690.6471046152737,chickpea
38.72527711045289,66.50192520237974,57.20852393133346,23.956076255976598,54.9973741861087,7.705917099529606,474.98605440914287,chickpea
39.91627389808599,74.94340730037298,43.04042998084456,16.569009651106544,47.15040147055013,7.621610911981827,544.0224346825904,chickpea
22.867133382050135,55.02051388174942,50.41217970126425,19.73886540076292,44.32231668822626,7.140801808084285,573.2046556255109,chickpea
37.77556573605703,50.55921402178132,47.059988387495025,16.05123162471093,46.68979261256148,7.233345434040841,682.7613054606992,chickpea
20.86776043885288,53.62564306453918,57.94064582816725,24.92093219103325,59.69404765705532,7.689492593124436,512.0879282967303,chickpea
34.45448193636473,69.1412445968086,58.795118844487625,15.627928173307737,53.29694516693266,7.375890836105795,425.95284771465333,chickpea
32.9312617791563,65.79821855544225,40.8680815185718,15.2631944020504,56.253431164801114,7.4611439243654445,521.0696903791471,chickpea
27.502858735579245,62.11184846862604,46.95495125087624,19.49078850853713,49.320519499863046,7.06080749269808,456.64197854128986,lentil
39.62759811182067,57.392331742986364,55.704529342315126,21.86352249348764,47.5649555004464,6.968492080980164,541.6931726686263,lentil
28.36390384545051,61.40522103428904,46.219171463983855,20.898902620432104,55.449150490047955,6.5280228032058565,628.5354247574023,lentil
30.06718871326962,51.535166014592406,48.90561462741938,16.984985686168933,44.353417094906206,7.983192401252011,550.1698931391934,lentil
26.655151673160645,69.04895531142847,54.90879590434197,16.70315123302367,41.82628662798072,7.612660608451778,621.183149259022,lentil
23.44295535560351,67.22035418937746,50.38886297429777,20.837844738389922,41.2226025503593,7.0521975576708575,372.35074451753707,lentil
37.88699191587283,51.39903326102992,56.77185187842369,20.469057796012912,41.671727276180846,6.971380289399903,553.9470911277542,lentil
30.19543139798237,65.11710754422695,47.92401246081404,19.237009743247803,48.69319096215955,7.6913564537425065,449.6522793037419,lentil
33.14713337294894,69.09696792261454,41.302756072387034,19.44319349990469,52.15325052914415,7.283405435216203,469.92518480916056,lentil
34.68897122286307,58.34844873433053,46.65770284044498,15.617534816914965,58.10835138063377,7.500355071159285,473.10105050515415,lentil
35.239491517398854,69.50860032625663,43.83456403486845,16.75950481778177,45.47297147717912,7.303012353134352,624.3907249296897,lentil
25.585935376837398,66.22470081428926,52.534305541293634,18.226909958605837,44.71081834483838,7.878351544180563,420.4508755341396,lentil
25.453271480718072,68.63266961647781,59.67160170827313,15.414742148954957,49.00549977918222,7.284448551593341,442.13667056436987,lentil
28.647999548724542,59.5034282608958,48.63742760798035,19.441487269755267,55.86117186828769,7.645640207241972,622.4504962559848,lentil
33.46399419599709,59.83086186260074,55.0866065108962,19.154183647421146,53.98878359473034,6.532742496019403,454.45885224893425,lentil
35.9614828638584,68.02572776336757,43.69850508590392,15.402605768233698,42.15446629523038,6.726921712584363,567.9245553215313,lentil
23.937231125317883,51.19522911880013,41.707767040613525,16.569156350211607,56.97484761118267,7.562975557040981,579.5194331758595,lentil
31.650922287030028,66.90505522163988,47.587774697066806,21.841898362694042,57.57944763635663,6.690644595049921,373.14128478728566,lentil
39.7327716690412,59.192193723483626,58.807821738195166,17.956821632560008,56.866564686372485,7.9500898103068725,599.2427958351279,lentil
27.212257988422913,65.77479255174539,54.71230923461288,21.261217104964754,40.636483035143954,7.3656272906254365,504.4465103770201,lentil
21.748480036161144,60.84508631568387,43.661027058089395,16.38423363938594,46.650248274401704,7.750111773307907,580.9533085112323,lentil
37.135929707053876,56.517024140276874,43.14934701271436,18.66646449291396,52.27267428850567,6.515283815759152,590.0463480861152,lentil
20.862397608946225,68.31709916281326,50.1972501428791,15.803234177432428,46.1945072409579,7.442914532696116,432.7642838189105,lentil
28.406153605136353,57.68656556082335,59.963220111338316,16.92195353274144,58.94165741176958,6.932875298270239,619.2105006903039,lentil
29.817890381199376,60.88164074277114,56.88036371447461,16.31476126064533,52.530069903261726,6.7730140296020025,395.1772392641333,lentil
30.41230457229986,67.41299258113219,47.61579899971005,15.554104811639402,48.769262728994995,6.706823200806167,367.24451232660215,lentil
36.35207574207877,52.547728699392536,58.330246479166355,16.161012010915194,44.08686275811823,7.58106528199014,431.98152226383706,lentil
34.39136485974341,61.04111245931317,53.08368662517043,21.411375957224138,51.475315495496446,7.326601914212447,616.8371462196933,lentil
23.952295569497014,56.44934275625886,43.557241742551795,21.381889273998958,58.62715645345721,7.440390554714697,397.74931185073586,lentil
26.85463542442371,59.996366624468564,53.425209150958835,16.396074151783846,40.63797222215584,6.618234360752288,589.0700352830313,lentil
35.904799031917705,56.77222247611313,44.62959374993653,16.496479182797923,57.29521669232428,7.010516587531044,539.1318209356102,lentil
34.810378199227316,65.8512209723571,54.67041986325807,15.754890244941683,54.23299340730699,6.926400698110886,631.4714463420115,lentil
34.685293551967526,61.595655411390815,44.28084161047094,19.41812554994815,42.61975128288396,6.730398699732412,474.3062851526454,lentil
25.711284058847568,63.770091589309224,45.80942799707561,19.748158370066555,59.33909957652406,6.589897666216553,647.6459077624127,lentil
33.31742864246159,51.69143596833843,57.75583370699766,15.901748332917084,52.68570529293455,7.836931578224863,597.8225144104731,lentil
35.347008248411115,64.45890052925239,47.9273622471898,21.087514393642028,45.19043949977539,7.872582643864742,467.7719941741146,lentil
25.89296431940538,55.217419674818466,40.255821312009694,19.408219753138617,55.575024731746545,6.849345018529685,432.9389805918923,lentil
24.0986963830283,53.35424435951928,47.6713751914273,20.41496153601358,55.79637079246867,7.54737466200007,447.9482417777311,lentil
34.1876080249896,53.14017580344294,45.88160175444413,19.863458709169873,58.04178428512752,7.794677460723231,407.4290793643044,lentil
37.05688640795741,65.81912895502902,42.65056287688933,19.987796834440562,55.13224383096348,6.8755607898856095,625.7058868338873,lentil
25.285659842757568,64.71492424422459,48.248514717046284,16.132900375651744,52.16833593516843,6.540704156763427,571.7338622307016,lentil
22.89946958329613,58.561686773126205,49.197544200149466,17.451535900934083,41.559976603578406,7.661095139726909,514.2568048050028,lentil
22.190420005124246,62.4378859586316,42.630755897733906,19.219974176314565,41.982842316016814,7.663734178261014,470.385226443765,lentil
25.165262548169792,69.32994676859346,50.683256965818074,19.52999616565088,42.65477362108508,7.856084555312526,598.4008555493392,lentil
37.197136729744656,69.0346416631797,50.12660236090784,15.926897703082638,49.91172843740466,7.170682021373599,400.0258335444707,lentil
24.038329473102742,52.57563787610796,46.257888088404414,21.853375713992477,59.26177684794514,7.66708481023649,578.2333372201406,lentil
37.6546610405238,67.76436006165184,57.72533423696213,17.528462326297333,50.25038428274697,6.6279574661744585,420.7878432956053,lentil
31.826161130556482,65.23251657802665,45.74379186723999,18.19009076311679,59.96599912530142,7.778884110135371,428.59969648131386,lentil
30.42018445405209,53.17535440277726,40.937249118278,16.552977216242844,44.95496918929745,7.126427396175917,491.92551415720555,lentil
28.252287939132216,55.76127808182423,41.05824736184134,17.965936015993044,45.714845018942654,7.6175025913587655,395.62459027443765,lentil
39.673390817244,56.28040528972573,52.538715634416235,18.135881283556234,49.28185132890261,6.900326950374379,628.2205659464977,lentil
27.9107773741721,69.04441057716389,43.75332649026,20.383240611835312,58.79624575352135,7.300729275740154,439.6870054911284,lentil
22.625677777442633,69.92815398663504,49.441016132925995,19.719331558379924,50.724123230817284,7.934408193657903,545.0651430436792,lentil
35.545929913552655,65.01394349907582,50.144374639918524,21.21232097506107,54.60432947366522,6.577192256262544,466.7010970890926,lentil
30.499695968931523,64.74733539736691,49.04548514008215,16.19645573712567,55.90617926643944,7.928345843604214,579.7992165597091,lentil
33.38496567177445,57.11491830172791,52.89853831131162,17.035212880622765,53.07098061947198,6.645717971575819,538.1810100430437,lentil
27.33679250191616,67.71444748715115,45.361849162837764,17.81058143303338,55.16166840464352,7.269993340181355,475.466025291179,lentil
25.869191226375143,52.22581115062924,52.234157361453065,17.50666109280946,45.12906386507928,7.194036577581303,617.4491787603606,lentil
27.69790992823114,50.49678536475833,53.47635738840923,21.63225263127179,42.7671041525449,7.733605179560955,584.65683414855,lentil
29.09267973859926,66.79598186385026,53.151471500691926,15.293370608104235,43.21090112173165,7.513572343458256,488.2447226007115,lentil
36.41169461926992,69.72280914195828,45.25757690985878,15.132179066053089,45.449074718465326,7.231167890217473,647.0107665199239,lentil
26.077017095736288,57.24345358793985,41.902704133178396,17.09416430261516,52.4154878159067,7.573984783125615,589.0035978192251,lentil
39.62785636273615,62.252598158414024,47.69249999113568,18.54278938739252,41.53363074611393,7.440370009929711,560.8497722753854,lentil
27.988839872275236,61.79723868873532,51.38307183398921,20.942044296461948,55.54710247464822,7.15212873688801,451.7184768671965,lentil
31.175714120943997,66.20499560983579,41.80033142189042,17.102475007241395,52.41823784682158,7.55979823610547,410.4963513640859,lentil
35.60884461843509,65.96291844897961,48.626462195311674,15.339026498676677,54.19472475833713,7.1441335555678585,457.25091801418694,lentil
28.218796453696882,62.99340703970023,47.24475652596653,16.26026909063616,47.82446557654483,7.973742862093943,481.04738428538406,lentil
36.20780736449908,60.05568225049643,57.07546732268557,18.567382745402902,40.775033640224635,7.163642900197523,430.4555769164148,lentil
37.92915102381822,66.84444298053795,42.474762313349345,19.728171111718517,53.253640152171215,7.637618276384125,552.5416595997799,lentil
32.965481152482255,62.30106639476738,54.367253470280566,19.76679406684555,44.099281860345904,7.54022774121568,461.8401878235492,lentil
32.09123383561055,53.948204127501825,59.46577140286149,17.422342879281704,57.2884350368394,7.604352304823349,516.2259660701668,lentil
23.447432649365638,58.88247293468148,59.91360819720404,19.301200484438446,54.90649834898567,7.272056876851575,484.1823536810382,lentil
39.673445224199966,63.73760813010986,43.83050505472299,19.984840519225582,46.68028821036146,7.705893172144616,413.50397034107937,lentil
29.27816543909277,53.34791524472612,49.36268524154073,20.543996294389366,41.724822193162446,7.115972751756518,569.4036945624716,lentil
21.000001265437636,50.92364245954081,50.412832336858614,16.2230497560327,57.873785140751735,7.958891099025802,362.51213463066983,lentil
20.552043524151017,53.2854058021296,47.50813785272103,15.559696585596543,53.4146606101575,7.891833609237214,637.3756477681911,lentil
20.135594957498654,60.19593828246194,48.220266225636685,16.520336458851297,40.44535317993132,7.723408031509008,589.3369623944146,lentil
24.305009889863257,54.88112141945533,43.17572093559976,18.8734466183814,42.51661495976068,7.96949397967159,516.6190049284801,lentil
25.594338925374117,55.81918035651616,49.20344640904753,16.856435836977173,56.846001050166095,6.806547468741945,629.865953039548,lentil
20.05522311269776,68.02757416629622,51.24145395780775,16.686220819504634,45.37795833985144,7.210033247427491,456.2446864164122,lentil
25.594409809479018,68.17660006300027,56.65047744909189,20.950381185419417,45.74012884113745,7.413860125146705,432.76961307815,lentil
30.342292815888175,65.76293147796129,55.777082497610614,17.20021916056541,51.43779019676992,6.65734533570903,432.5691325070479,lentil
25.178237728277384,61.88045677522299,47.697653433587114,15.190348134916078,55.68582370972024,7.270785460303313,475.12580396805345,lentil
38.19385406879334,59.0786637335362,46.07238314560699,17.16044435287335,56.04436005563114,7.306142973597687,438.15044318678815,lentil
34.43864685304498,58.000286340289755,56.62877184852597,18.745538061363256,44.5342680818464,7.159143685475809,640.864032647424,lentil
31.005093688451467,64.69717825582833,49.19695527327977,18.20577379932754,53.049620832847616,7.737105330755593,376.38162037213306,lentil
33.19675643614036,52.58417302012946,44.72603865784586,16.965324300541916,42.97033613799102,7.781953021505613,516.8894900079633,lentil
22.899994654462567,51.28501276272528,44.57683571500524,19.48536888776559,57.50598355907806,6.69996436780139,521.3390469165817,lentil
28.07467319278033,61.84014789494705,49.99207145612974,21.555898575039453,56.02552927706532,6.866264805046422,524.0169020246813,lentil
20.322634048517443,57.93179859983521,45.886496965815425,18.138563190430414,51.64853425040111,6.723454234542241,583.1512957133706,lentil
29.00315469817059,57.49257120854095,43.073552941707504,18.177563426429938,54.84367383759662,6.911044418759451,481.3490113047145,lentil
20.90074804430724,61.57286859312293,53.818567462597905,17.9184080194169,52.723508180551256,7.105074042244917,533.4683992252275,lentil
28.387348424308897,57.01137060285012,43.17981732648215,15.91598615717763,45.636293935448364,6.891558824763303,364.74932975053594,lentil
31.078972896065864,55.313603578354794,51.708039090730104,16.585694772860084,41.76944279127331,6.7696452581170865,640.9564063695434,lentil
36.49779629961155,65.67127859122593,45.59030846825788,16.616229053568464,42.26453035476437,7.18098624590239,424.87431473017375,lentil
39.66263122501714,60.48788912099482,40.40160511961161,15.16875389458987,59.605190064517465,6.77478475373022,577.0594649602286,lentil
29.47870822456489,66.51913668980666,42.18848970850705,18.753740336053625,50.33642406809433,7.4831934004374485,530.33268923934,lentil
22.641997199589795,57.08522065082034,56.9648384045093,16.417489534657562,55.99453704789487,7.919431598816327,496.18808478617024,lentil
34.97776046022703,65.07198854748408,53.80815605783763,17.060893009495953,52.85502224081208,7.7581278030614715,457.8459861348754,lentil
33.79377466112048,65.25786914797114,49.16969063607944,17.897335155364217,50.70404871553755,6.763525285540494,508.67533191906614,lentil
29.95148330029528,44.876003727746856,49.590785621498476,20.316854192079195,54.03576893504568,7.311748720707088,994.9081333749216,pigeonpea
30.980226997431405,50.7522362055156,54.21623444549675,25.19457805481729,68.95253058465104,7.38347799203928,793.8967775083536,pigeonpea
30.673604092627798,40.080651146617036,42.20490983747145,27.803740464514817,68.50196295360581,7.42515791511726,987.5548077649216,pigeonpea
33.699364256978484,57.064914280932,54.763786112632324,29.686484224352267,63.71932379518192,6.19699051738557,976.6821589208686,pigeonpea
27.072299488300512,66.873855410082,57.267066156625646,21.12690828499413,61.08948816084364,6.046880976426227,937.7216863573359,pigeonpea
